Clave;Nit;Cliente;Corp;Fecha Fact;Mes;Ano;Factura;APT;Codigo;Codigo Articulo;Descripcion;Color;Segmento;Ancho;Gramaje;Linea;Tecnologia;U.M.;Cantidad;Kilos;Kilos Teoricos;Tipo Factura;Importe;IVA;Flete;Mon;Rate;Dlrs;Dlrs Provision;Precio Promedio;M2;USD_M2;Diferencia;Fecha Cont;Cuenta;Total Cuenta;Segmento Item;Mercado Item;Linea Item;Retefuente;Pais;Trade;Clave Inventario;Ano_SO;CS Analyst;Ejecutivo;Cod3;Price List;NC Observaciones;Vitality Index;Vitality Creation Date;Vitality Update Date;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/06/2022;9;2022;99475;APT47068;10163CO3;10163CO300160TES;SS 10 GSM BLANCO   ST  160 MM  NG;BLANCO;HYGIENE;160;10;3;SS;M2;160503;1605.03;1605.03;CAL FACTURAS PLANVAL;26311257;0;0;COP;4466.73;5890.5;5890.5;3.67;160503;.0367;0;09/06/2022;352.119903.41204845.000000.H02.000;26311257;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;-657781;Colombia;LOCAL;TES10163160;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Martes 06 de Septiembre de 2022:   $4.466,73                                                                                                 ;2;18-AGO-22;18-AGO-22;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/06/2022;9;2022;99476;APT47069;04030CO3;04030CO300074TES;SS 60 GSM BLANCO   74 MM  SOFT;BLANCO;HYGIENE;74;60;3;SS;M2;86983;5218.98;5218.98;CAL FACTURAS PLANVAL;86758584;0;0;COP;4466.73;19423.29;19423.29;3.72;86983;.2233;0;09/06/2022;352.119903.41204845.000000.H02.000;86758584;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;-2168965;Colombia;LOCAL;TES403074;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Martes 06 de Septiembre de 2022:   $4.466,73                                                                                             ;;15-MAR-19;15-MAR-19;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/06/2022;9;2022;99476;APT47069;05423CO3;05423CO300190TES;SS 24 GSM BLANCO   190 MM;BLANCO;HYGIENE;190;24;3;SS;M2;66834;1604.02;1604.02;CAL FACTURAS PLANVAL;28718570;0;0;COP;4466.73;6429.44;6429.44;4.01;66834;.0962;0;09/06/2022;352.119903.41204845.000000.H02.000;28718570;HY NONWOVEN;HYN BABY;HYNBA FRONT EAR;-717964;Colombia;LOCAL;TES5423190;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Martes 06 de Septiembre de 2022:   $4.466,73                                                                                          ;2;23-FEB-17;08-MAY-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/06/2022;9;2022;99476;APT47069;04030CO3;04030CO300074TES;SS 60 GSM BLANCO   74 MM  SOFT;BLANCO;HYGIENE;74;60;3;SS;M2;61436;3686.16;3686.16;CAL FACTURAS PLANVAL;61277495;0;0;COP;4466.73;13718.65;13718.65;3.72;61436;.2233;0;09/06/2022;352.119903.41204845.000000.H02.000;61277495;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;-1531937;Colombia;LOCAL;TES403074;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Martes 06 de Septiembre de 2022:   $4.466,73                                                                                             ;;15-MAR-19;15-MAR-19;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99479;APT47073;10163CO3;10163CO300130TES;SS 10 GSM BLANCO   ST  130 MM  NG;BLANCO;HYGIENE;130;10;3;SS;M2;191654;1916.54;1916.54;CAL FACTURAS PLANVAL;31511751;0;0;COP;4480.1;7033.72;7033.72;3.67;191654;.0367;0;09/07/2022;352.119903.41204845.000000.H02.000;31511751;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;-787794;Colombia;LOCAL;TES10163130;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10                                                                                            ;2;05-SEP-22;05-SEP-22;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99479;APT47073;13210CO3;13210CO300200TES;SS 13 GSM BLANCO   ST  200 MM  NS;BLANCO;HYGIENE;200;13;3;SS;M2;260237;3383.08;3383.08;CAL FACTURAS PLANVAL;53398030;0;0;COP;4480.1;11918.94;11918.94;3.52;260237;.0458;0;09/07/2022;352.119903.41204845.000000.H02.000;53398030;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;-1334951;Colombia;LOCAL;TES13210200;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10                                                                                          ;2;20-OCT-20;20-OCT-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99479;APT47073;03017CO3;03017CO300210TES;SS 17 GSM BLANCO   210 MM  PREMIUM SOFT;BLANCO;HYGIENE;210;17;3;SS;M2;187051;3179.87;3179.87;CAL FACTURAS PLANVAL;53045793;0;0;COP;4480.1;11840.31;11840.31;3.72;187051;.0633;0;09/07/2022;352.119903.41204845.000000.H02.000;53045793;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-1326145;Colombia;LOCAL;TES3017210;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10                                                                                            ;2;10-AGO-21;10-AGO-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99479;APT47073;05303CO1;05303CO100100TES;SMS 13 GSM BLANCO   100 MM;BLANCO;HYGIENE;100;13;1;SMS;M2;261638;3401.29;3401.29;CAL FACTURAS PLANVAL;51223488;0;0;COP;4480.1;11433.56;11433.56;3.36;261638;.0437;0;09/07/2022;352.119901.41204845.000000.H02.000;51223488;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-1280587;Colombia;LOCAL;TES5303100;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10                                                                                                 ;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99484;APT47079;05423CO3;05423CO300190TES;SS 24 GSM BLANCO   190 MM;BLANCO;HYGIENE;190;24;3;SS;M2;39648;951.55;951.55;CAL FACTURAS PLANVAL;17087892;0;0;COP;4480.1;3814.18;3814.18;4.01;39648;.0962;0;09/07/2022;352.119903.41204845.000000.H02.000;17087892;HY NONWOVEN;HYN BABY;HYNBA FRONT EAR;-427197;Colombia;LOCAL;TES5423190;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10;2;23-FEB-17;08-MAY-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99484;APT47079;03017CO3;03017CO300410TES;SS 17 GSM BLANCO   410 MM  PREMIUM SOFT;BLANCO;HYGIENE;410;17;3;SS;M2;325259;5529.4;5529.4;CAL FACTURAS PLANVAL;92240200;0;0;COP;4480.1;20588.87;20588.87;3.72;325259;.0633;0;09/07/2022;352.119903.41204845.000000.H02.000;92240200;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI BACKSHEET;-2306005;Colombia;LOCAL;TES3017410;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10;;02-JUL-20;02-JUL-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99484;APT47079;02045CO1;02045CO100270TES;SMS 45 GSM BLANCO   270 MM;BLANCO;HYGIENE;270;45;1;SMS;M2;68739;3093.26;3093.26;CAL FACTURAS PLANVAL;46624976;0;0;COP;4480.1;10407.13;10407.13;3.36;68739;.1514;0;09/07/2022;352.119901.41204845.000000.H02.000;46624976;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI LEG CUFF;-1165624;Colombia;LOCAL;TES2045270;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10;2;06-ENE-21;06-ENE-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/07/2022;9;2022;99484;APT47079;03017CO3;03017CO300210TES;SS 17 GSM BLANCO   210 MM  PREMIUM SOFT;BLANCO;HYGIENE;210;17;3;SS;M2;91551;1556.37;1556.37;CAL FACTURAS PLANVAL;25962948;0;0;COP;4480.1;5795.17;5795.17;3.72;91551;.0633;0;09/07/2022;352.119903.41204845.000000.H02.000;25962948;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-649074;Colombia;LOCAL;TES3017210;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM del día Miércoles 07 de Septiembre de 2022:   $ 4.480,10;2;10-AGO-21;10-AGO-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;03017CO3;03017CO300210TES;SS 17 GSM BLANCO   210 MM  PREMIUM SOFT;BLANCO;HYGIENE;210;17;3;SS;M2;49896;848.23;848.23;CAL FACTURAS PLANVAL;13886556;0;0;COP;4396.69;3158.41;3158.41;3.72;49896;.0633;0;09/09/2022;352.119903.41204845.000000.H02.000;13886556;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-347164;Colombia;LOCAL;TES3017210;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;10-AGO-21;10-AGO-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;00183CO3;00183CO300420TES;SS 14 GSM BLANCO   420 MM;BLANCO;HYGIENE;420;14;3;SS;M2;119280;1669.92;1669.92;CAL FACTURAS PLANVAL;23966930;0;0;COP;4396.69;5451.13;5451.13;3.26;119280;.0457;0;09/09/2022;352.119903.41204845.000000.H02.000;23966930;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-599173;Colombia;LOCAL;TES183420;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;03-ABR-21;03-ABR-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;03017CO3;03017CO300210TES;SS 17 GSM BLANCO   210 MM  PREMIUM SOFT;BLANCO;HYGIENE;210;17;3;SS;M2;91602;1557.23;1557.23;CAL FACTURAS PLANVAL;25493753;0;0;COP;4396.69;5798.4;5798.4;3.72;91602;.0633;0;09/09/2022;352.119903.41204845.000000.H02.000;25493753;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-637344;Colombia;LOCAL;TES3017210;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;10-AGO-21;10-AGO-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;05303CO1;05303CO100120TES;SMS 13 GSM BLANCO   120 MM;BLANCO;HYGIENE;120;13;1;SMS;M2;64752;841.78;841.78;CAL FACTURAS PLANVAL;12441449;0;0;COP;4396.69;2829.73;2829.73;3.36;64752;.0437;0;09/09/2022;352.119901.41204845.000000.H02.000;12441449;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-311036;Colombia;LOCAL;TES5303120;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;10163CO3;10163CO300190TES;SS 10 GSM BLANCO   ST  190 MM  NG;BLANCO;HYGIENE;190;10;3;SS;M2;136992;1369.92;1369.92;CAL FACTURAS PLANVAL;22105029;0;0;COP;4396.69;5027.65;5027.65;3.67;136992;.0367;0;09/09/2022;352.119903.41204845.000000.H02.000;22105029;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;-552626;Colombia;LOCAL;TES10163190;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;07-OCT-20;07-OCT-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;03017CO3;03017CO300235TES;SS 17 GSM BLANCO   235 MM  PREMIUM SOFT;BLANCO;HYGIENE;235;17;3;SS;M2;83367;1417.24;1417.24;CAL FACTURAS PLANVAL;23201870;0;0;COP;4396.69;5277.12;5277.12;3.72;83367;.0633;0;09/09/2022;352.119903.41204845.000000.H02.000;23201870;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-580047;Colombia;LOCAL;TES3017235;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;10-AGO-21;10-AGO-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;00183CO3;00183CO300420TES;SS 14 GSM BLANCO   420 MM;BLANCO;HYGIENE;420;14;3;SS;M2;44730;626.22;626.22;CAL FACTURAS PLANVAL;8987599;0;0;COP;4396.69;2044.17;2044.17;3.26;44730;.0457;0;09/09/2022;352.119903.41204845.000000.H02.000;8987599;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-224690;Colombia;LOCAL;TES183420;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;03-ABR-21;03-ABR-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99494;APT47089;05303CO1;05303CO100100TES;SMS 13 GSM BLANCO   100 MM;BLANCO;HYGIENE;100;13;1;SMS;M2;246740;3207.62;3207.62;CAL FACTURAS PLANVAL;47408624;0;0;COP;4396.69;10782.8;10782.8;3.36;246740;.0437;0;09/09/2022;352.119901.41204845.000000.H02.000;47408624;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-1185216;Colombia;LOCAL;TES5303100;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99496;APT47092;10163CO3;10163CO300220TES;SS 10 GSM BLANCO   ST  220 MM  NG;BLANCO;HYGIENE;220;10;3;SS;M2;960224;9602.24;9602.24;CAL FACTURAS PLANVAL;154941745;0;0;COP;4396.69;35240.54;35240.54;3.67;960224;.0367;0;09/09/2022;352.119903.41204845.000000.H02.000;154941745;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;-3873544;Colombia;LOCAL;TES10163220;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;2;30-SEP-20;30-SEP-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99496;APT47092;00183CO3;00183CO300250TES;SS 14 GSM BLANCO 250 MM;BLANCO;HYGIENE;250;14;3;SS;M2;186375;2609.25;2609.25;CAL FACTURAS PLANVAL;37448329;0;0;COP;4396.69;8517.39;8517.39;3.26;186375;.0457;0;09/09/2022;352.119903.41204845.000000.H02.000;37448329;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-936208;Colombia;LOCAL;TES183250;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/09/2022;9;2022;99496;APT47092;00183CO3;00183CO300250TES;SS 14 GSM BLANCO 250 MM;BLANCO;HYGIENE;250;14;3;SS;M2;53250;745.5;745.5;CAL FACTURAS PLANVAL;10699523;0;0;COP;4396.69;2433.54;2433.54;3.26;53250;.0457;0;09/09/2022;352.119903.41204845.000000.H02.000;10699523;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-267488;Colombia;LOCAL;TES183250;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM: 4396.69;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/10/2022;9;2022;99501;APT47097;00183CO3;00183CO300250TES;SS 14 GSM BLANCO 250 MM;BLANCO;HYGIENE;250;14;3;SS;M2;271461;3800.45;3800.45;CAL FACTURAS PLANVAL;54156470;0;0;COP;4365.32;12406.07;12406.07;3.26;271461;.0457;0;09/10/2022;352.119903.41204845.000000.H02.000;54156470;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-1353912;Colombia;LOCAL;TES183250;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 4365.32 COP;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/10/2022;9;2022;99501;APT47097;01405CO1;01405CO100230TES;SMS 15 GSM BLANCO 230 MM;BLANCO;HYGIENE;230;15;1;SMS;M2;362861;5442.92;5442.92;CAL FACTURAS PLANVAL;77615968;0;0;COP;4365.32;17780.13;17780.13;3.27;362861;.0490;0;09/10/2022;352.119901.41204845.000000.H02.000;77615968;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-1940399;Colombia;LOCAL;TES1405230;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 4365.32 COP;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/10/2022;9;2022;99501;APT47097;13210CO3;13210CO300165TES;SS 13 GSM BLANCO   ST  165 MM  NS;BLANCO;HYGIENE;165;13;3;SS;M2;227151;2952.96;2952.96;CAL FACTURAS PLANVAL;45414299;0;0;COP;4365.32;10403.43;10403.43;3.52;227151;.0458;0;09/10/2022;352.119903.41204845.000000.H02.000;45414299;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;-1135357;Colombia;LOCAL;TES13210165;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 4365.32 COP;2;20-OCT-20;20-OCT-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99513;APT47107;03017CO3;03017CO300410TES;SS 17 GSM BLANCO   410 MM  PREMIUM SOFT;BLANCO;HYGIENE;410;17;3;SS;M2;145960;2481.32;2481.32;CAL FACTURAS PLANVAL;40331667;0;0;COP;4365.32;9239.11;9239.11;3.72;145960;.0633;0;09/12/2022;352.119903.41204845.000000.H02.000;40331667;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI BACKSHEET;-1008292;Colombia;LOCAL;TES3017410;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32                                                                                            ;;02-JUL-20;02-JUL-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99513;APT47107;03017CO3;03017CO300410TES;SS 17 GSM BLANCO   410 MM  PREMIUM SOFT;BLANCO;HYGIENE;410;17;3;SS;M2;386999;6578.98;6578.98;CAL FACTURAS PLANVAL;106935564;0;0;COP;4365.32;24496.62;24496.62;3.72;386999;.0633;0;09/12/2022;352.119903.41204845.000000.H02.000;106935564;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI BACKSHEET;-2673389;Colombia;LOCAL;TES3017410;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32                                                                                                ;;02-JUL-20;02-JUL-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99513;APT47107;03017CO3;03017CO300410TES;SS 17 GSM BLANCO   410 MM  PREMIUM SOFT;BLANCO;HYGIENE;410;17;3;SS;M2;146124;2484.11;2484.11;CAL FACTURAS PLANVAL;40376984;0;0;COP;4365.32;9249.49;9249.49;3.72;146124;.0633;0;09/12/2022;352.119903.41204845.000000.H02.000;40376984;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI BACKSHEET;-1009425;Colombia;LOCAL;TES3017410;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR; TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32                                                                                            ;;02-JUL-20;02-JUL-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99519;APT47108;03017CO3;03017CO300410TES;SS 17 GSM BLANCO   410 MM  PREMIUM SOFT;BLANCO;HYGIENE;410;17;3;SS;M2;267771;4552.11;4552.11;CAL FACTURAS PLANVAL;73990483;0;0;COP;4365.32;16949.61;16949.61;3.72;267771;.0633;0;09/12/2022;352.119903.41204845.000000.H02.000;73990483;HY NONWOVEN;HYN ADULT INCONTINENCE;HYNAI BACKSHEET;-1849762;Colombia;LOCAL;TES3017410;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;   TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32       ;;02-JUL-20;02-JUL-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99519;APT47108;00156CO1;00156CO100185TES;SMS 50 GSM BLANCO   185 MM;BLANCO;HYGIENE;185;50;1;SMS;M2;62160;3108;3108;CAL FACTURAS PLANVAL;45640980;0;0;COP;4365.32;10455.36;10455.36;3.36;62160;.1682;0;09/12/2022;352.119901.41204845.000000.H02.000;45640980;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;-1141025;Colombia;LOCAL;TES156185;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;   TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32   ;;14-JUN-19;14-JUN-19;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99519;APT47108;00183CO3;00183CO300420TES;SS 14 GSM BLANCO   420 MM;BLANCO;HYGIENE;420;14;3;SS;M2;205066;2870.92;2870.92;CAL FACTURAS PLANVAL;40910667;0;0;COP;4365.32;9371.75;9371.75;3.26;205066;.0457;0;09/12/2022;352.119903.41204845.000000.H02.000;40910667;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-1022767;Colombia;LOCAL;TES183420;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;   TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32      ;2;03-ABR-21;03-ABR-21;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/12/2022;9;2022;99519;APT47108;00156CO1;00156CO100185TES;SMS 50 GSM BLANCO   185 MM;BLANCO;HYGIENE;185;50;1;SMS;M2;19536;976.8;976.8;CAL FACTURAS PLANVAL;14344308;0;0;COP;4365.32;3285.97;3285.97;3.36;19536;.1682;0;09/12/2022;352.119901.41204845.000000.H02.000;14344308;HY NONWOVEN;HYN BABY;HYNBA BACK EAR;-358608;Colombia;LOCAL;TES156185;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;   TRM del día Lunes 12 de Septiembre de 2022:   $4.365,32    ;;14-JUN-19;14-JUN-19;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;01405CO1;01405CO100230TES;SMS 15 GSM BLANCO 230 MM;BLANCO;HYGIENE;230;15;1;SMS;M2;100912;1513.68;1513.68;CAL FACTURAS PLANVAL;21494256;0;0;COP;4346.91;4944.72;4944.72;3.27;100912;.0490;0;09/13/2022;352.119901.41204845.000000.H02.000;21494256;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-537356;Colombia;LOCAL;TES1405230;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;01405CO1;01405CO100245TES;SMS 15 GSM BLANCO 245 MM;BLANCO;HYGIENE;245;15;1;SMS;M2;142884;2143.26;2143.26;CAL FACTURAS PLANVAL;30434292;0;0;COP;4346.91;7001.36;7001.36;3.27;142884;.0490;0;09/13/2022;352.119901.41204845.000000.H02.000;30434292;HY NONWOVEN;HYN BABY;HYNBA LEG CUFF;-760857;Colombia;LOCAL;TES1405245;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;00183CO3;00183CO300270TES;SS 14 GSM BLANCO 270 MM;BLANCO;HYGIENE;270;14;3;SS;M2;86265;1207.71;1207.71;CAL FACTURAS PLANVAL;17136542;0;0;COP;4346.91;3942.24;3942.24;3.26;86265;.0457;0;09/13/2022;352.119903.41204845.000000.H02.000;17136542;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-428414;Colombia;LOCAL;TES183270;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;00183CO3;00183CO300380TES;SS 14 GSM BLANCO   380 MM;BLANCO;HYGIENE;380;14;3;SS;M2;113316;1586.42;1586.42;CAL FACTURAS PLANVAL;22510223;0;0;COP;4346.91;5178.44;5178.44;3.26;113316;.0457;0;09/13/2022;352.119903.41204845.000000.H02.000;22510223;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-562756;Colombia;LOCAL;TES183380;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;;16-JUL-19;16-JUL-19;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;10163CO3;10163CO300220TES;SS 10 GSM BLANCO   ST  220 MM  NG;BLANCO;HYGIENE;220;10;3;SS;M2;300796;3007.96;3007.96;CAL FACTURAS PLANVAL;47985986;0;0;COP;4346.91;11039.1;11039.1;3.67;300796;.0367;0;09/13/2022;352.119903.41204845.000000.H02.000;47985986;HY NONWOVEN;HYN BABY;HYNBA CORE WRAP;-1199650;Colombia;LOCAL;TES10163220;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;2;30-SEP-20;30-SEP-20;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/13/2022;9;2022;99530;APT47116;00183CO3;00183CO300250TES;SS 14 GSM BLANCO 250 MM;BLANCO;HYGIENE;250;14;3;SS;M2;212876;2980.26;2980.26;CAL FACTURAS PLANVAL;42287817;0;0;COP;4346.91;9728.25;9728.25;3.26;212876;.0457;0;09/13/2022;352.119903.41204845.000000.H02.000;42287817;HY NONWOVEN;HYN BABY;HYNBA BACKSHEET;-1057195;Colombia;LOCAL;TES183250;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 13-SEP-2022 $ 4.346,91;;23-FEB-17;23-FEB-17;
9308;817000808-8;TECNOSUR S.A.S.;TECNOSUR;09/14/2022;9;2022;99531;APT47120;13210CO3;13210CO300165TES;SS 13 GSM BLANCO   ST  165 MM  NS;BLANCO;HYGIENE;165;13;3;SS;M2;152559;1983.27;1983.27;CAL FACTURAS PLANVAL;30841327;0;0;COP;4413.89;6987.33;6987.33;3.52;152559;.0458;0;09/14/2022;352.119903.41204845.000000.H02.000;30841327;HY NONWOVEN;HYN BABY;HYNBA TOPSHEET;-771033;Colombia;LOCAL;TES13210165;;ROSEROS;FABIO DIAZ;TES;CO TECNOSUR;TRM 4413.89 COP;2;20-OCT-20;20-OCT-20;
